country,city,temperature,temperature_anomaly,period
CI,Dyaondi,25.27,0.38,1990s
CI,Dyapléan,25.29,0.37,1990s
CI,Dyarala,26.02,0.38,1990s
CI,Dyenfé,26.18,0.38,1990s
CI,Dyingélé,25.76,0.44,1990s
CI,Dyobala,26.21,0.38,1990s
CI,Dyoronakaha,26.41,0.43,1990s
CI,Dyotrou,25.32,0.37,1990s
CI,Dyougoublé,26.35,0.46,1990s
CI,Dyégon,26.22,0.42,1990s
CI,Dyéifla,26.47,0.39,1990s
CI,Dyéliso,26.2,0.4,1990s
CI,Dyémédougou,25.93,0.39,1990s
CI,Dyénéné,25.89,0.38,1990s
CI,Dyéou,25.32,0.37,1990s
CI,Dèmba,26.01,0.41,1990s
CI,Déagbangompleu,25.11,0.32,1990s
CI,Déahouépleu,24.77,0.31,1990s
CI,Déamangbeupleu,24.56,0.31,1990s
CI,Déba,25.64,0.36,1990s
CI,Débango,26.38,0.36,1990s
CI,Déblablé,24.82,0.33,1990s
CI,Débo I,25.73,0.41,1990s
CI,Débélé,26.97,0.56,1990s
CI,Dédifla,25.77,0.4,1990s
CI,Dédjan,24.87,0.3,1990s
CI,Dédégbeu,25.72,0.41,1990s
CI,Déhouninké,24.86,0.34,1990s
CI,Déhouépleu,25.06,0.32,1990s
CI,Déinneu,25.15,0.31,1990s
CI,Déki-Kouadiokro,25.96,0.36,1990s
CI,Dékokaha,26.78,0.45,1990s
CI,Dékréta,26.36,0.42,1990s
CI,Délobly,25.49,0.37,1990s
CI,Déma,25.85,0.41,1990s
CI,Déoulé,24.19,0.35,1990s
CI,Dépa,25.55,0.42,1990s
CI,Dépingo,26.3,0.36,1990s
CI,Déragon,26.14,0.41,1990s
CI,Déraouan,25.48,0.4,1990s
CI,Dérayo,25.32,0.42,1990s
CI,Dérigoué,24.78,0.39,1990s
CI,Détikaha,27.01,0.46,1990s
CI,Détroya,25.74,0.41,1990s
CI,Déwaké,24.84,0.33,1990s
CI,Dézidougou,26.76,0.36,1990s
CI,Dézra,26.2,0.41,1990s
CI,Dô,25.74,0.38,1990s
CI,Ebikro-Ndakro,24.99,0.39,1990s
CI,Ebilassokro,25.63,0.47,1990s
CI,Ebimlossou,26.25,0.44,1990s
CI,Ebimpe,25.34,0.36,1990s
CI,Eboissué,25.76,0.45,1990s
CI,Eboué,25.4,0.35,1990s
CI,Ehanian-Tanoé,25.38,0.35,1990s
CI,Ehian,25.45,0.36,1990s
CI,Eholié,25.31,0.37,1990s
CI,Ehouassabo,25.48,0.36,1990s
CI,Ehouman,25.73,0.45,1990s
CI,Ehuasso,25.65,0.47,1990s
CI,Ehuikro,25.97,0.45,1990s
CI,Elenzué,25.7,0.42,1990s
CI,Elinso,26.1,0.42,1990s
CI,Ellibou,25.3,0.42,1990s
CI,Elognékro,26.4,0.39,1990s
CI,Eloka To,25.74,0.27,1990s
CI,Elokaté,25.75,0.27,1990s
CI,Elovi,25.44,0.4,1990s
CI,Emangbo,25.42,0.4,1990s
CI,Emanzoukro,25.91,0.47,1990s
CI,Epiénou,25.44,0.36,1990s
CI,Ery-Makouguié II,25.48,0.42,1990s
CI,Erémankono,26.14,0.42,1990s
CI,Essan Kouakoukro,26.27,0.38,1990s
CI,Essegnon,25.51,0.43,1990s
CI,Essuikro,25.86,0.43,1990s
CI,Etroukro,26.15,0.39,1990s
CI,Ettienkro,26.31,0.41,1990s
CI,Facobly,25.48,0.39,1990s
CI,Fadiadougou,26.11,0.4,1990s
CI,Fafala,26.55,0.49,1990s
CI,Fahandougou,26.28,0.48,1990s
CI,Fahé,25.24,0.37,1990s
CI,Famienkro,26.6,0.35,1990s
CI,Fandasso,25.77,0.44,1990s
CI,Fandérékaha,26.71,0.44,1990s
CI,Fapleu,25.08,0.3,1990s
CI,Faraba,25.99,0.39,1990s
CI,Farako,25.86,0.35,1990s
CI,Farakoro,25.88,0.43,1990s
CI,Farakro,26.59,0.36,1990s
CI,Farandougou,26.07,0.43,1990s
CI,Faranikan,26.38,0.46,1990s
CI,Fari Oko,26.01,0.38,1990s
CI,Fassélémon,26.97,0.39,1990s
CI,Fengolo,26.21,0.47,1990s
CI,Ferkessédougou,26.75,0.45,1990s
CI,Fiampleu,24.99,0.33,1990s
CI,Fiassé,25.4,0.42,1990s
CI,Fila Faraba,26.15,0.41,1990s
CI,Filasso,26.01,0.38,1990s
CI,Findimanou,25.7,0.42,1990s
CI,Fingolo,26.08,0.41,1990s
CI,Finneu,25.12,0.31,1990s
CI,Fisa,26.06,0.35,1990s
CI,Fitabro,26.23,0.4,1990s
CI,Fizankoro,25.93,0.38,1990s
CI,Fizanlouma,26.12,0.37,1990s
CI,Fiékon,25.49,0.39,1990s
CI,Flabougou,26.72,0.56,1990s
CI,Flakièdougou,25.67,0.35,1990s
CI,Flandapleu,25.06,0.33,1990s
CI,Floleu,25.12,0.31,1990s
CI,Fodio,26.09,0.46,1990s
CI,Fodonition,26.24,0.43,1990s
CI,Folonfokaha,26.26,0.4,1990s
CI,Fonondara,26.08,0.46,1990s
CI,Foro,26.36,0.42,1990s
CI,Foro Foro,26.19,0.38,1990s
CI,Foto-Kouamékro,26.02,0.39,1990s
CI,Fouanga,26.36,0.38,1990s
CI,Foula,25.7,0.41,1990s
CI,Foumbolo,25.96,0.39,1990s
CI,Foungouésso,24.85,0.31,1990s
CI,Fourouna,26.17,0.37,1990s
CI,Fransobli,25.84,0.4,1990s
CI,Fronan,26.12,0.39,1990s
CI,Fronobo,26.11,0.42,1990s
CI,Frototou,26.08,0.39,1990s
CI,Féapleu,25.05,0.34,1990s
CI,Fébiasso,26.58,0.54,1990s
CI,Féliapla,26.21,0.39,1990s
CI,Féni,26.85,0.55,1990s
CI,Fényampleu,25.33,0.38,1990s
CI,Férantéra,24.71,0.32,1990s
CI,Férédougou,26.15,0.43,1990s
CI,Féréfougoula,25.68,0.41,1990s
CI,Férémandougou,26.03,0.41,1990s
CI,Gaba,24.72,0.3,1990s
CI,Gabia,25.28,0.42,1990s
CI,Gabiadji,25.19,0.38,1990s
CI,Gaboua,25.61,0.39,1990s
CI,Gadago,25.2,0.42,1990s
CI,Gadouan,25.32,0.41,1990s
CI,Gadoutolo,24.68,0.31,1990s
CI,Gagnoa,25.03,0.4,1990s
CI,Gagny,25.14,0.36,1990s
CI,Gagoré,24.88,0.4,1990s
CI,Gahabli,25.04,0.34,1990s
CI,Galgologo,26.69,0.55,1990s
CI,Galébo,26.22,0.43,1990s
CI,Galébré,25.13,0.41,1990s
CI,Galékro,25.09,0.38,1990s
CI,Gama,23.76,0.31,1990s
CI,Gamina,25.65,0.4,1990s
CI,Gan,25.09,0.34,1990s
CI,Gan-Houyé,25.12,0.3,1990s
CI,Ganaoni,26.02,0.44,1990s
CI,Gandié,23.99,0.36,1990s
CI,Gangbapleu,23.76,0.29,1990s
CI,Gangoro,26.32,0.45,1990s
CI,Ganhiba,24.4,0.3,1990s
CI,Gankoro,25.46,0.36,1990s
CI,Ganlé,23.42,0.34,1990s
CI,Ganné,25.09,0.38,1990s
CI,Ganoufla,25.43,0.42,1990s
CI,Gansé,26.65,0.36,1990s
CI,Ganwé,24.69,0.31,1990s
CI,Gaolé-Graba,24.99,0.38,1990s
CI,Gaougnagbolilié,24.72,0.39,1990s
CI,Gaoulou,25.49,0.46,1990s
CI,Gaouroubré,25.12,0.43,1990s
CI,Gaoya,25.26,0.37,1990s
CI,Garango,26.22,0.48,1990s
CI,Garobo,25.66,0.4,1990s
CI,Gatifla,25.91,0.42,1990s
CI,Gatouo I,25.11,0.3,1990s
CI,Gazahio,25.21,0.42,1990s
CI,Gazaville,25.26,0.42,1990s
CI,Gazibouo,25.43,0.43,1990s
CI,Gazéhio,25.37,0.41,1990s
CI,Gbabam,24.95,0.39,1990s
CI,Gbablasso,24.13,0.31,1990s
CI,Gbabo,25.59,0.4,1990s
CI,Gbadjié,24.89,0.4,1990s
CI,Gbadrou,25.14,0.37,1990s
CI,Gbalagoua,25.47,0.4,1990s
CI,Gbalekro,25.57,0.43,1990s
CI,Gbaleu,24.82,0.31,1990s
CI,Gbalo,26.16,0.37,1990s
CI,Gbalébouo,25.14,0.41,1990s
CI,Gbaléguhé,25.34,0.42,1990s
CI,Gbaléville,25.21,0.41,1990s
CI,Gbaléyo,25.32,0.41,1990s
CI,Gbambalanyougokaha,26.52,0.45,1990s
CI,Gbambélédougou,26.38,0.36,1990s
CI,Gbamga,26.71,0.45,1990s
CI,Gbampleu,25.08,0.3,1990s
CI,Gban Houyé,24.51,0.3,1990s
CI,Gbangbossou,26.33,0.38,1990s
CI,Gbangbégouiné,23.51,0.35,1990s
CI,Gbango,26.48,0.35,1990s
CI,Gbanhan Ngatakro,26.29,0.38,1990s
CI,Gbanhan Yaokro,26.41,0.36,1990s
CI,Gbanleu,23.25,0.29,1990s
CI,Gbanvyélou,26.13,0.37,1990s
CI,Gbapleu,25.74,0.37,1990s
CI,Gbapolkaha,26.43,0.42,1990s
CI,Gbarou,24.76,0.34,1990s
CI,Gbata,25.16,0.31,1990s
CI,Gbatina,25.12,0.38,1990s
CI,Gbatongouen,23.71,0.33,1990s
CI,Gbatosso,26.08,0.42,1990s
CI,Gbazoa,25.48,0.42,1990s
CI,Gbeugréhoa,25.2,0.42,1990s
CI,Gbeya,26.59,0.5,1990s
CI,Gbigbikou,25.21,0.42,1990s
CI,Gbihana,26.19,0.38,1990s
CI,Gbily,25.51,0.38,1990s
CI,Gbimanan,25.89,0.37,1990s
CI,Gbinzo,26.83,0.51,1990s
CI,Gbisso,25.37,0.42,1990s
CI,Gblaleu,25.1,0.31,1990s
CI,Gbliglo,25.32,0.38,1990s
CI,Gblonlé,25.39,0.37,1990s
CI,Gblépleu,25.05,0.34,1990s
CI,Gblétia,25.2,0.39,1990s
CI,Gbobléko,25.61,0.34,1990s
CI,Gbodonon,26.31,0.45,1990s
CI,Gbogbo,25.12,0.39,1990s
CI,Gboguhé,25.55,0.41,1990s
CI,Gbokora,25.49,0.4,1990s
CI,Gbolouville,25.42,0.42,1990s
CI,Gboly,26.22,0.39,1990s
CI,Gbombélo I,23.56,0.32,1990s
CI,Gbominaso,26.19,0.41,1990s
CI,Gboménéda,25.19,0.42,1990s
CI,Gbon,26.25,0.5,1990s
CI,Gbon Houyé,24.3,0.29,1990s
CI,Gbondougou,26.08,0.4,1990s
CI,Gbonkaha,25.88,0.41,1990s
CI,Gbonniellé,26.01,0.42,1990s
CI,Gbonné,24.82,0.37,1990s
CI,Gbonou,26.36,0.39,1990s
CI,Gbouagleu,25.13,0.31,1990s
CI,Gbouiso,25.93,0.41,1990s
CI,Gbrakro,26.63,0.36,1990s
CI,Gbèlo,26.19,0.38,1990s
CI,Gbédjénou,25.56,0.43,1990s
CI,Gbédéguéla,25.96,0.38,1990s
CI,Gbéhigbly,25.75,0.39,1990s
CI,Gbélibli,25.69,0.38,1990s
CI,Gbéléban,25.97,0.41,1990s
CI,Gbémazo,25.95,0.39,1990s
CI,Gbéné,23.87,0.32,1990s
CI,Gbérékoro-Noumousso,26.41,0.36,1990s
CI,Gbéssé,25.52,0.42,1990s
CI,Gbéta,24.26,0.29,1990s
CI,Gbétitapéa,25.47,0.4,1990s
CI,Gbétogo,25.94,0.38,1990s
CI,Gbétontigouiné,25.29,0.37,1990s
CI,Gbézio,25.64,0.4,1990s
CI,Geso Bondoso,26.11,0.4,1990s
CI,Ghegbessou,26.25,0.42,1990s
CI,Giléiri,25.28,0.42,1990s
CI,Giri,25.31,0.38,1990s
CI,Glangoualé,24.49,0.29,1990s
CI,Glanié,24.03,0.28,1990s
CI,Glanleu,25.16,0.31,1990s
CI,Glaou,25.65,0.38,1990s
CI,Glareu,25.01,0.3,1990s
CI,Gligbeuadji,25.07,0.38,1990s
CI,Gliouieu,24.98,0.3,1990s
CI,Glo Djekro,26.28,0.41,1990s
CI,Gloleu,25.37,0.37,1990s
CI,Glopaoudi,25.4,0.36,1990s
CI,Gloplou,25.19,0.37,1990s
CI,Gloubli,25.15,0.35,1990s
CI,Glépleu,25.03,0.3,1990s
CI,Gnagbodougnoa,24.76,0.39,1990s
CI,Gnagboya,25.29,0.39,1990s
CI,Gnago,25.16,0.37,1990s
CI,Gnahouahué,24.78,0.39,1990s
CI,Gnakoragui,25.23,0.4,1990s
CI,Gnalégribouo,24.83,0.39,1990s
CI,Gnama,24.94,0.4,1990s
CI,Gnamagnoa,24.75,0.39,1990s
CI,Gnambouasso,25.39,0.4,1990s
CI,Gnandi-Boménéda,25.19,0.42,1990s
CI,Gnankan-Gnankanso,25.76,0.46,1990s
CI,Gnanké,24.98,0.38,1990s
CI,Gnanmangui,25.16,0.39,1990s
CI,Gnansohmun,25.48,0.33,1990s
CI,Gnanzombly,25.67,0.45,1990s
CI,Gnato,25.68,0.32,1990s
CI,Gnatroa,25.03,0.4,1990s
CI,Gniguédougou,25.03,0.4,1990s
CI,Gninglé,25.51,0.39,1990s
CI,Gninlnafolokaha,26.44,0.42,1990s
CI,Gnipi,25.19,0.39,1990s
CI,Gnititoigui,25.06,0.39,1990s
CI,Gnoahé,25.38,0.39,1990s
CI,Gnouboyo,25.23,0.41,1990s
CI,Gnéhiri,25.02,0.41,1990s
CI,Gnénaholoké,25.14,0.34,1990s
CI,Gnépasso,24.64,0.36,1990s
CI,Goafla,26.37,0.4,1990s
CI,Goazra,25.95,0.46,1990s
CI,Gobia,25.92,0.47,1990s
CI,Goboué,24.75,0.38,1990s
CI,Gobroko,24.79,0.39,1990s
CI,Gobéry,24.78,0.39,1990s
CI,Goda,25.61,0.42,1990s
CI,Godesso,25.56,0.43,1990s
CI,Godou,24.98,0.4,1990s
CI,Godoua,25.29,0.41,1990s
CI,Godélilié,24.84,0.4,1990s
CI,Gofabo,26.01,0.45,1990s
CI,Gogné,24.8,0.39,1990s
CI,Gogo,26.71,0.38,1990s
CI,Gogobro,25.29,0.42,1990s
CI,Gogoguhé,25.47,0.41,1990s
CI,Gogoko,24.79,0.39,1990s
CI,Goh,25.05,0.38,1990s
CI,Gohifla,26.39,0.43,1990s
CI,Gohitafla,26.35,0.42,1990s
CI,Gohizra,25.83,0.41,1990s
CI,Gohondo,25.63,0.36,1990s
CI,Gohouo,25.34,0.37,1990s
CI,Gohouo-Zarabaon,25.17,0.35,1990s
CI,Gohouo-Zibiao,25.33,0.38,1990s
CI,Gokra,25.55,0.41,1990s
CI,Goli-Kpangbassou,26.4,0.4,1990s
CI,Goli-Maya,26.44,0.4,1990s
CI,Goli-Nzikro,26.51,0.37,1990s
CI,Goliahio,25.26,0.43,1990s
CI,Golikro,26.0,0.4,1990s
CI,Golipla,26.28,0.38,1990s
CI,Golé,25.14,0.36,1990s
CI,Gomon,25.37,0.42,1990s
CI,Goménébéri,25.19,0.38,1990s
CI,Gona,26.08,0.37,1990s
CI,Gonaté,25.53,0.4,1990s
CI,Gonazofla,25.34,0.41,1990s
CI,Gondia,26.48,0.35,1990s
CI,Gongouiné I,25.13,0.36,1990s
CI,Gonié-Tahouaké,25.21,0.37,1990s
CI,Gonoula,26.44,0.42,1990s
CI,Gontepleu,25.1,0.31,1990s
CI,Gooua,25.9,0.47,1990s
CI,Goply,25.28,0.42,1990s
CI,Gopoupleu,24.29,0.29,1990s
CI,Gorodi,25.74,0.39,1990s
CI,Gorongui,25.77,0.36,1990s
CI,Goréké,25.48,0.32,1990s
CI,Gosséa,25.52,0.4,1990s
CI,Gotongouiné,25.18,0.36,1990s
CI,Gouabafla,25.82,0.41,1990s
CI,Gouabo,25.59,0.43,1990s
CI,Gouabouo II,25.32,0.42,1990s
CI,Gouagonoplé,24.9,0.35,1990s
CI,Gouakatouo,25.11,0.32,1990s
CI,Gouané,24.28,0.35,1990s
CI,Goudi,25.62,0.45,1990s
CI,Goudouko,24.76,0.39,1990s
CI,Gouessesso,24.06,0.31,1990s
CI,Goueupouta,23.98,0.29,1990s
CI,Gouimpleu I,23.96,0.34,1990s
CI,Gouiné,23.8,0.36,1990s
CI,Goulaleu,25.07,0.3,1990s
CI,Goulaonfla,26.17,0.39,1990s
CI,Goulia,26.26,0.45,1990s
CI,Goulikao,25.69,0.45,1990s
CI,Gouléako Dioula,24.97,0.34,1990s
CI,Gouméré,26.05,0.35,1990s
CI,Gounga,26.44,0.39,1990s
CI,Gourané,25.33,0.39,1990s
CI,Gouriela,26.13,0.41,1990s
CI,Gouriniani,25.94,0.41,1990s
CI,Goutro,24.68,0.3,1990s
CI,Gouzanfla,26.44,0.41,1990s
CI,Gouéda,25.05,0.41,1990s
CI,Gouédié,23.8,0.32,1990s
CI,Gouégolé,25.13,0.36,1990s
CI,Gouégouiné,25.25,0.36,1990s
CI,Gouéguéni,26.7,0.51,1990s
CI,Gouékangouiné,25.15,0.36,1990s
CI,Gouéleu,24.19,0.29,1990s
CI,Gouélégui Béoué,25.15,0.35,1990s
CI,Gouéma,26.44,0.39,1990s
CI,Gouénoufla,25.94,0.4,1990s
CI,Gouétifla,26.26,0.4,1990s
CI,Gouétilé,25.22,0.36,1990s
CI,Gouétimba,24.65,0.37,1990s
CI,Gouézépleu,25.04,0.34,1990s
CI,Goya,25.64,0.37,1990s
CI,Gozi,26.09,0.42,1990s
CI,Goziogouiné I,25.39,0.37,1990s
CI,Gozon,25.49,0.37,1990s
CI,Goénié,25.35,0.37,1990s
CI,Goétifla,26.38,0.42,1990s
CI,Goézra,25.84,0.4,1990s
CI,Grabazouo,25.03,0.41,1990s
CI,Grabo,24.8,0.33,1990s
CI,Grahipla Bragbrusso,26.31,0.38,1990s
CI,Gramessabo,25.97,0.47,1990s
CI,Grand,25.34,0.37,1990s
CI,Grand Alépé,25.44,0.35,1990s
CI,Grand Djourou,25.37,0.33,1990s
CI,Grand Morié,25.5,0.42,1990s
CI,Grand Motcho,25.53,0.42,1990s
CI,Grand Yapo,25.41,0.41,1990s
CI,Grand-Déboua,24.76,0.39,1990s
CI,Grand-Zattry,25.26,0.41,1990s
CI,Grand-Zia,25.18,0.41,1990s
CI,Grazra,26.37,0.41,1990s
CI,Gribouo,25.48,0.39,1990s
CI,Gripazo,25.29,0.4,1990s
CI,Grié II,24.81,0.29,1990s
CI,Gro,25.2,0.42,1990s
CI,Groanfla,26.42,0.41,1990s
CI,Grobako,25.49,0.41,1990s
CI,Grobia Souané,24.96,0.4,1990s
CI,Grobiakoko,24.93,0.4,1990s
CI,Grogouya,24.76,0.39,1990s
CI,Grogro,26.4,0.45,1990s
CI,Grébié,25.13,0.41,1990s
CI,Grébouo,25.14,0.41,1990s
CI,Grégbeu,25.68,0.41,1990s
CI,Gréguibré,25.14,0.43,1990s
CI,Gréikro,25.72,0.38,1990s
CI,Guedjigbeu I,25.67,0.41,1990s
CI,Guenndé,26.19,0.35,1990s
CI,Guenzou,26.28,0.42,1990s
CI,Guessihio,25.05,0.4,1990s
CI,Guiaguien,24.99,0.33,1990s
CI,Guiamapleu,25.01,0.3,1990s
CI,Guianlé,24.86,0.36,1990s
CI,Guiapleu,24.97,0.35,1990s
CI,Guibobli,24.95,0.31,1990s
CI,Guibouo,25.69,0.42,1990s
CI,Guibéroua,25.19,0.41,1990s
CI,Guiellé,24.95,0.3,1990s
CI,Guiembé,26.39,0.42,1990s
CI,Guienzoukro,26.36,0.4,1990s
CI,Guiglo,25.57,0.37,1990s
CI,Guiguia,24.84,0.39,1990s
CI,Guiguidou,25.57,0.44,1990s
CI,Guimbo,26.22,0.4,1990s
CI,Guimbo Ndolikro,26.51,0.39,1990s
CI,Guiméyo,25.1,0.41,1990s
CI,Guin Houyé,24.67,0.3,1990s
CI,Guingleu,25.1,0.31,1990s
CI,Guinglo,25.5,0.37,1990s
CI,Guinglo-Gbéan,25.37,0.39,1990s
CI,Guinglo-Ville,25.33,0.38,1990s
CI,Guinguerini,26.18,0.46,1990s
CI,Guinkin,25.29,0.36,1990s
CI,Guintéguéla,25.79,0.39,1990s
CI,Guiré,25.15,0.39,1990s
CI,Guitrozon,25.58,0.37,1990s
CI,Guitry,25.42,0.39,1990s
CI,Guizreu,23.96,0.28,1990s
CI,Gunglo Zia,25.63,0.37,1990s
CI,Guédiboua,25.48,0.4,1990s
CI,Guéhiébli,25.48,0.37,1990s
CI,Guéhou,25.18,0.42,1990s
CI,Guéhouyé,25.15,0.3,1990s
CI,Guéidepleu,25.05,0.31,1990s
CI,Guékpé,25.33,0.38,1990s
CI,Guémou,26.13,0.46,1990s
CI,Guéménédou,25.14,0.41,1990s
CI,Guéoulé,23.04,0.3,1990s
CI,Guépaouo,25.41,0.43,1990s
CI,Guériafla,26.39,0.43,1990s
CI,Guéssabo,25.71,0.39,1990s
CI,Guéssiguié Un,25.47,0.41,1990s
CI,Guétuzon II,25.69,0.39,1990s
CI,Guéya,25.11,0.33,1990s
CI,Guéyo,24.88,0.4,1990s
CI,Guéyédé,24.94,0.29,1990s
CI,Guéyéguhé,25.77,0.41,1990s
CI,Guézanénoufla,25.93,0.47,1990s
CI,Guézem,25.19,0.42,1990s
CI,Guézon,25.72,0.38,1990s
CI,Guézon-Gbéan,25.42,0.39,1990s
CI,Guézon-Tahouaké,25.36,0.37,1990s
CI,Gwana,25.85,0.39,1990s
CI,Gwékoro,24.64,0.31,1990s
CI,Gèzra,26.41,0.42,1990s
CI,Géaso,26.45,0.39,1990s
CI,Haali Kolie Nzikro,26.33,0.39,1990s
CI,Hallanikro,25.99,0.46,1990s
CI,Hana,24.99,0.37,1990s
CI,Hannié,24.67,0.33,1990s
CI,Hiré,25.37,0.43,1990s
CI,Houmakpin,25.66,0.36,1990s
CI,Huafla,25.4,0.43,1990s
CI,Hérébo,26.04,0.35,1990s
CI,Iboguhé,25.73,0.41,1990s
CI,Ifou,25.89,0.41,1990s
CI,Iguila,26.45,0.34,1990s
CI,Inagbéhio,24.94,0.4,1990s
CI,Inahiri,25.26,0.45,1990s
CI,Inbié,27.28,0.34,1990s
CI,Ipouagui,24.83,0.37,1990s
CI,Ira,25.63,0.41,1990s
CI,Irassuénou,25.92,0.39,1990s
CI,Iratéké,24.97,0.34,1990s
CI,Irho La,25.47,0.34,1990s
CI,Irianikro,26.32,0.43,1990s
CI,Iribafla,25.4,0.42,1990s
CI,Irindékoro,26.87,0.42,1990s
CI,Iriéfla,26.38,0.39,1990s
CI,Irobo,25.81,0.44,1990s
CI,Irogogoua,25.57,0.42,1990s
CI,Issia,25.6,0.42,1990s
CI,Issikro,26.4,0.34,1990s
CI,Issoneu,24.91,0.34,1990s
CI,Ity,25.15,0.31,1990s
CI,Iyaba,25.07,0.35,1990s
CI,Izambré,25.19,0.41,1990s
CI,Johin,25.09,0.38,1990s
CI,Kaabo,26.07,0.4,1990s
CI,Kaadé,25.3,0.36,1990s
CI,Kabakouma,23.93,0.31,1990s
CI,Kabangbe,26.3,0.43,1990s
CI,Kabolokoro,26.24,0.45,1990s
CI,Kabrankro,25.87,0.43,1990s
CI,Kabéhoa,25.18,0.41,1990s
CI,Kacoukro,25.57,0.32,1990s
CI,Kadarvogo,27.17,0.51,1990s
CI,Kadiasso,26.03,0.46,1990s
CI,Kadioha,26.19,0.42,1990s
CI,Kadiéoulé-Sourdian,26.04,0.38,1990s
CI,Kadja-Gnanzoukro,25.5,0.33,1990s
CI,Kadéko,24.99,0.4,1990s
CI,Kafa,26.43,0.47,1990s
CI,Kafingué,26.1,0.46,1990s
CI,Kafiné,26.34,0.42,1990s
CI,Kafolo,26.91,0.43,1990s
CI,Kafoudougou,26.34,0.38,1990s
CI,Kafégué,25.93,0.39,1990s
CI,Kaganiézé,25.69,0.44,1990s
CI,Kagbolokaha,26.57,0.43,1990s
CI,Kagbé,25.28,0.42,1990s
CI,Kagnénako,25.15,0.41,1990s
CI,Kahankro,25.99,0.45,1990s
CI,Kahankro-Prepressou,26.01,0.38,1990s
CI,Kahanso,25.84,0.41,1990s
CI,Kahen-Zagna,25.46,0.37,1990s
CI,Kahi,25.33,0.37,1990s
CI,Kahin,25.43,0.36,1990s
CI,Kahitohourililié,24.74,0.39,1990s
CI,Kako,25.23,0.34,1990s
CI,Kakohoro,26.13,0.46,1990s
CI,Kakoubroukro,26.03,0.45,1990s
CI,Kakpin,26.6,0.37,1990s
CI,Kakrédou,25.1,0.41,1990s
CI,Kalakala,26.62,0.44,1990s
CI,Kalamon,27.23,0.4,1990s
CI,Kaloa,26.44,0.5,1990s
CI,Kalogo,26.53,0.53,1990s
CI,Kalomé,25.6,0.35,1990s
CI,Kaloufla,26.37,0.39,1990s
CI,Kamabrou,25.61,0.44,1990s
CI,Kamala,26.48,0.35,1990s
CI,Kamelenso,26.56,0.35,1990s
CI,Kami,26.07,0.47,1990s
CI,Kamonokaha,26.8,0.44,1990s
CI,Kamoro,26.09,0.4,1990s
CI,Kan-sokoura,26.1,0.4,1990s
CI,Kanakono,26.75,0.57,1990s
CI,Kanangonon,26.27,0.39,1990s
CI,Kananwolo,26.23,0.41,1990s
CI,Kandopleu,23.5,0.33,1990s
CI,Kandyédougou,26.03,0.38,1990s
CI,Kangagui,25.02,0.37,1990s
CI,Kangbapleu,25.0,0.33,1990s
CI,Kangrassou Aluibo,26.36,0.43,1990s
CI,Kangréta,25.54,0.44,1990s
CI,Kanguélé,25.92,0.36,1990s
CI,Kanguérasso,26.48,0.38,1990s
CI,Kani,25.99,0.38,1990s
CI,Kaniasso,26.26,0.44,1990s
CI,Kanitélégué,26.12,0.47,1990s
CI,Kaniéméné,26.2,0.38,1990s
CI,Kaniéné,26.08,0.45,1990s
CI,Kanoroba,26.16,0.43,1990s
CI,Kanouan,26.34,0.43,1990s
CI,Kanta,24.96,0.31,1990s
CI,Kanzra,25.95,0.4,1990s
CI,Kanébly,26.19,0.41,1990s
CI,Kanéguéra,26.0,0.39,1990s
CI,Kaokosabli,25.34,0.38,1990s
CI,Kaouara,27.02,0.47,1990s
CI,Kapolokoro,26.06,0.38,1990s
CI,Kaprémé,26.26,0.42,1990s
CI,Kapékaha,26.49,0.47,1990s
CI,Kapélé,26.34,0.42,1990s
CI,Karaba,25.95,0.39,1990s
CI,Karagboko,26.86,0.43,1990s
CI,Karako,25.97,0.35,1990s
CI,Karakoro,26.42,0.42,1990s
CI,Karakpo,26.42,0.42,1990s
CI,Karamokola,26.05,0.37,1990s
CI,Karankono-Sobara,26.51,0.35,1990s
CI,Karasso,26.02,0.46,1990s
CI,Karié,24.89,0.34,1990s
CI,Karo-Gblobo,26.02,0.38,1990s
CI,Karpélé,26.16,0.39,1990s
CI,Kartoudouo,26.26,0.35,1990s
CI,Kassam,26.43,0.38,1990s
CI,Kassiapleu,24.64,0.35,1990s
CI,Kassiguié,25.48,0.4,1990s
CI,Kassiné,26.37,0.39,1990s
CI,Kassiongo-Koura,26.47,0.48,1990s
CI,Kassiongokro,26.51,0.51,1990s
CI,Kasséligué,26.46,0.5,1990s
CI,Kasséré,26.32,0.49,1990s
CI,Kata,23.55,0.29,1990s
CI,Katadji,25.3,0.42,1990s
CI,Katanra,26.23,0.48,1990s
CI,Katara,26.51,0.53,1990s
CI,Katchré Essekro,26.42,0.41,1990s
CI,Kati,25.51,0.37,1990s
CI,Katiali,26.42,0.51,1990s
CI,Katimasso,26.43,0.4,1990s
CI,Katiola,26.15,0.39,1990s
CI,Katièplénou,26.14,0.38,1990s
CI,Katiénou,26.18,0.41,1990s
CI,Kato,25.9,0.39,1990s
CI,Katogbo,25.96,0.38,1990s
CI,Katonon,26.49,0.49,1990s
CI,Katoro,26.45,0.52,1990s
CI,Katouo,25.13,0.3,1990s
CI,Katya,26.38,0.41,1990s
CI,Katyaha,26.38,0.51,1990s
CI,Katyonon,26.14,0.39,1990s
CI,Kaundrobo,26.38,0.37,1990s
CI,Kavagouma,26.24,0.38,1990s
CI,Kavaka,26.52,0.4,1990s
CI,Kaviessou,26.03,0.46,1990s
